## htsjdk.samtools.metrics.StringHeader
# MarkDuplicatesSpark --output marked_duplicates_ERR2299966.bam --metrics-file marked_dup_metrics_ERR2299966.txt --input ERR2299966.bam --allow-multiple-sort-orders-in-input false --treat-unsorted-as-querygroup-ordered false --duplicate-scoring-strategy SUM_OF_BASE_QUALITIES --do-not-mark-unmapped-mates false --duplicate-tagging-policy DontTag --remove-all-duplicates false --remove-sequencing-duplicates false --read-name-regex <optimized capture of last three ':' separated fields as numeric values> --optical-duplicate-pixel-distance 100 --read-validation-stringency SILENT --interval-set-rule UNION --interval-padding 0 --interval-exclusion-padding 0 --interval-merging-rule ALL --bam-partition-size 0 --use-nio false --disable-sequence-dictionary-validation false --add-output-vcf-command-line true --sharded-output false --num-reducers 0 --create-output-bam-index true --create-output-bam-splitting-index true --splitting-index-granularity 4096 --create-output-variant-index true --spark-master local[*] --help false --version false --showHidden false --verbosity INFO --QUIET false --use-jdk-deflater false --use-jdk-inflater false --gcs-max-retries 20 --gcs-project-for-requester-pays  --disable-tool-default-read-filters false
## htsjdk.samtools.metrics.StringHeader
# Started on: April 11, 2021 5:33:42 PM CEST

## METRICS CLASS	org.broadinstitute.hellbender.utils.read.markduplicates.GATKDuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
1	3591	1584895	11493	241707	1824	26163	0	0.017064	47474901

## HISTOGRAM	java.lang.Double
BIN	CoverageMult
2.0	1.970622
3.0	2.912729
4.0	3.827159
5.0	4.714724
6.0	5.576215
7.0	6.412397
8.0	7.224013
9.0	8.011786
10.0	8.776416
11.0	9.518582
12.0	10.238945
13.0	10.938145
14.0	11.616803
15.0	12.275525
16.0	12.914894
17.0	13.53548
18.0	14.137834
19.0	14.722492
20.0	15.289975
21.0	15.840785
22.0	16.375414
23.0	16.894337
24.0	17.398014
25.0	17.886895
26.0	18.361413
27.0	18.821991
28.0	19.269038
29.0	19.702952
30.0	20.124118
31.0	20.532911
32.0	20.929695
33.0	21.314821
34.0	21.688634
35.0	22.051465
36.0	22.403636
37.0	22.745461
38.0	23.077245
39.0	23.399281
40.0	23.711856
41.0	24.015248
42.0	24.309728
43.0	24.595556
44.0	24.872987
45.0	25.142267
46.0	25.403637
47.0	25.657328
48.0	25.903567
49.0	26.142571
50.0	26.374554
51.0	26.599721
52.0	26.818274
53.0	27.030406
54.0	27.236306
55.0	27.436157
56.0	27.630137
57.0	27.818418
58.0	28.001167
59.0	28.178548
60.0	28.350718
61.0	28.51783
62.0	28.680032
63.0	28.837469
64.0	28.990281
65.0	29.138604
66.0	29.282569
67.0	29.422305
68.0	29.557936
69.0	29.689582
70.0	29.817361
71.0	29.941385
72.0	30.061766
73.0	30.178611
74.0	30.292023
75.0	30.402103
76.0	30.508949
77.0	30.612656
78.0	30.713317
79.0	30.81102
80.0	30.905853
81.0	30.9979
82.0	31.087243
83.0	31.173961
84.0	31.258131
85.0	31.339829
86.0	31.419127
87.0	31.496095
88.0	31.570801
89.0	31.643313
90.0	31.713695
91.0	31.782009
92.0	31.848317
93.0	31.912676
94.0	31.975144
95.0	32.035778
96.0	32.09463
97.0	32.151753
98.0	32.207198
99.0	32.261014
100.0	32.313249

## htsjdk.samtools.metrics.StringHeader
# MarkDuplicatesSpark --output marked_duplicates_ERR2300252.bam --metrics-file marked_dup_metrics_ERR2300252.txt --input ERR2300252.bam --allow-multiple-sort-orders-in-input false --treat-unsorted-as-querygroup-ordered false --duplicate-scoring-strategy SUM_OF_BASE_QUALITIES --do-not-mark-unmapped-mates false --duplicate-tagging-policy DontTag --remove-all-duplicates false --remove-sequencing-duplicates false --read-name-regex <optimized capture of last three ':' separated fields as numeric values> --optical-duplicate-pixel-distance 100 --read-validation-stringency SILENT --interval-set-rule UNION --interval-padding 0 --interval-exclusion-padding 0 --interval-merging-rule ALL --bam-partition-size 0 --use-nio false --disable-sequence-dictionary-validation false --add-output-vcf-command-line true --sharded-output false --num-reducers 0 --create-output-bam-index true --create-output-bam-splitting-index true --splitting-index-granularity 4096 --create-output-variant-index true --spark-master local[*] --help false --version false --showHidden false --verbosity INFO --QUIET false --use-jdk-deflater false --use-jdk-inflater false --gcs-max-retries 20 --gcs-project-for-requester-pays  --disable-tool-default-read-filters false
## htsjdk.samtools.metrics.StringHeader
# Started on: April 11, 2021 7:40:23 PM CEST

## METRICS CLASS	org.broadinstitute.hellbender.utils.read.markduplicates.GATKDuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
1	796514	0	3778	37957	80260	0	0	0.100764	


## htsjdk.samtools.metrics.StringHeader
# MarkDuplicatesSpark --output marked_duplicates_ERR2300253.bam --metrics-file marked_dup_metrics_ERR2300253.txt --input ERR2300253.bam --allow-multiple-sort-orders-in-input false --treat-unsorted-as-querygroup-ordered false --duplicate-scoring-strategy SUM_OF_BASE_QUALITIES --do-not-mark-unmapped-mates false --duplicate-tagging-policy DontTag --remove-all-duplicates false --remove-sequencing-duplicates false --read-name-regex <optimized capture of last three ':' separated fields as numeric values> --optical-duplicate-pixel-distance 100 --read-validation-stringency SILENT --interval-set-rule UNION --interval-padding 0 --interval-exclusion-padding 0 --interval-merging-rule ALL --bam-partition-size 0 --use-nio false --disable-sequence-dictionary-validation false --add-output-vcf-command-line true --sharded-output false --num-reducers 0 --create-output-bam-index true --create-output-bam-splitting-index true --splitting-index-granularity 4096 --create-output-variant-index true --spark-master local[*] --help false --version false --showHidden false --verbosity INFO --QUIET false --use-jdk-deflater false --use-jdk-inflater false --gcs-max-retries 20 --gcs-project-for-requester-pays  --disable-tool-default-read-filters false
## htsjdk.samtools.metrics.StringHeader
# Started on: April 11, 2021 7:41:56 PM CEST

## METRICS CLASS	org.broadinstitute.hellbender.utils.read.markduplicates.GATKDuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
1	753386	0	5133	47688	65648	0	0	0.087137	


## htsjdk.samtools.metrics.StringHeader
# MarkDuplicatesSpark --output marked_duplicates_ERR2300254.bam --metrics-file marked_dup_metrics_ERR2300254.txt --input ERR2300254.bam --allow-multiple-sort-orders-in-input false --treat-unsorted-as-querygroup-ordered false --duplicate-scoring-strategy SUM_OF_BASE_QUALITIES --do-not-mark-unmapped-mates false --duplicate-tagging-policy DontTag --remove-all-duplicates false --remove-sequencing-duplicates false --read-name-regex <optimized capture of last three ':' separated fields as numeric values> --optical-duplicate-pixel-distance 100 --read-validation-stringency SILENT --interval-set-rule UNION --interval-padding 0 --interval-exclusion-padding 0 --interval-merging-rule ALL --bam-partition-size 0 --use-nio false --disable-sequence-dictionary-validation false --add-output-vcf-command-line true --sharded-output false --num-reducers 0 --create-output-bam-index true --create-output-bam-splitting-index true --splitting-index-granularity 4096 --create-output-variant-index true --spark-master local[*] --help false --version false --showHidden false --verbosity INFO --QUIET false --use-jdk-deflater false --use-jdk-inflater false --gcs-max-retries 20 --gcs-project-for-requester-pays  --disable-tool-default-read-filters false
## htsjdk.samtools.metrics.StringHeader
# Started on: April 11, 2021 7:43:22 PM CEST

## METRICS CLASS	org.broadinstitute.hellbender.utils.read.markduplicates.GATKDuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
1	551400	0	2833	29000	29835	0	0	0.054108	


